"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","banner","photo_side_one","photo_side_two","price","special_price","weight","msrp","status","is_recurring","visibility","tax_class_id","mgs_brand","mgs_lookbook","sabor","volume_comprimento","volume_altura","volume_largura","description","short_description","meta_keyword","custom_layout_update","aht_deal_qty","desc_second","nutritional_info","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","website","_media_image","_media_lable","_media_position","_media_is_disabled","fit_size","posting_days","frete_gratis","postmethods","recurring_profile"
"admin","","","","","344240424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/o/n/one_multivitamin_120caps_verso_1.png","","2","0","","","","",""
"admin","base","Default","simple","10,13","344240534","0","ZMA Test 120 Cap. EVO","ZMA TEST EVO","Diferentes elementos químicos auxiliam na rotina do nosso organismo. A demanda por eles aumenta, ainda mais no caso de quem pratica exercícios intensos. Durante os treinos, o desgaste físico e a energia gasta para a execução das séries demandam ainda","/1/7/17.png","/1/7/17.png","/1/7/17.png","zma-test-evo","zma-test-evo.html","","Sem atualizações de leiaute","Bloco depois da Coluna de Informação","","",""," ","Utilizar configuração","Utilizar configuração","Não","/p/r/produtobannersprancheta-13.png","/m/u/muscle-man-doing-push-ups-pemdglz.jpg","/m/u/muscular-male-person-hands-in-black-bandages-pbyhunf.jpg","59.9000","","0.0600","59.9000","Habilitado","Não","Catálogo, Busca","Nenhum","","","","0","0","0","<h4>ZMA TEST EVO</h4>
<h5>O QUE É ZMA?</h5>
<P>Diferentes elementos químicos auxiliam na rotina do nosso organismo. A demanda por eles aumenta, ainda mais no caso de quem pratica exercícios intensos. Durante os treinos, o desgaste físico e a energia gasta para a execução das séries demandam ainda mais força do corpo.</P><br>

<P>Para conseguir superar seus limites, é preciso garantir também bons estoques de nutrientes, funcionando como combustível para superar as expectativas. É o caso de suplementos como o ZMA, que oferecem elementos que impactam diretamente no desgaste da academia.</P>

<h5>NÃO CONTÉM</h5>
<p>Não contém substâncias proibidas como esteróides e estimulantes, adoçantes, corantes, açúcar, glúten, lactose, conservantes.</p>","Diferentes elementos químicos auxiliam na rotina do nosso organismo. A demanda por eles aumenta, ainda mais no caso de quem pratica exercícios intensos. Durante os treinos, o desgaste físico e a energia gasta para a execução das séries demandam ainda mais força do corpo. Para conseguir superar seus limites, é preciso garantir também bons estoques de nutrientes, funcionando como combustível para superar as expectativas. 

<h5> Quantidade: 120 cápsulas  </h5>","ZMA Test 120 Cap. EVO","","","<h5>PARA QUE SERVE O ZMA?</h5>
<p>O ZMA é um suplemento que tem em sua fórmula a combinação de zinco, magnésio, cromo e vitamina B6. É comercializado com o objetivo de promover um aumento na produção de hormônios – como, por exemplo, a androstenediona e o androstenediol, que são precursores para a síntese de testosterona.</p>

<p>Esse último hormônio tem influência no sistema nervoso e no músculo esquelético. Quando é produzido em boas quantidades, tem efeito anabólico sobre os músculos, auxiliando diretamente no processo de hipertrofia. Saber mais sobre o ZMA, para que serve, a quantidade indicada para consumir, como age no organismo, entre outras informações, é necessário para que você consiga tornar ainda mais favorável o uso do produto.</p>
<br>
<h5>POR QUE COMPRAR?</h5>
<ul>
  <li style=""list-style-type: square;"">Melhora a qualidade do sono;</li>
  <li style=""list-style-type: square;"">Auxilia o sistema imunológico;</li>
  <li style=""list-style-type: square;"">Promove o aumento da testosterona;</li>
  <li style=""list-style-type: square;"">Garante a presença do GH, hormônio do crescimento</li>
  <li style=""list-style-type: square;"">7,0mg Zinco.</li>
  <li style=""list-style-type: square;"">260mg Magnésio.</li>
   <li style=""list-style-type: square;"">Com Vitamina B6.</li>
</ul>","<h4>Tabela Nutricional</h4>
<p>Porção de 600 mg (1 cápsula) </p>
<div class=""table-responsive"">
  <table class=""table"">
    <thead>
      <tr>
        <th colspan=""2"">Qtdade por porção <br></th>
        <th>%VD (*)</th>
      </tr>
    </thead>
    <tbody>
      <tr>
        <td>VALOR ENERGÉTICO</td>
        <td>0 Kcal = 0 KJ </td>
        <td>0</td>
      </tr>
      <tr>
        <td>CARBOIDRATOS</td>
        <td>0 g</td>
        <td>0</td>
      </tr>
      <tr>
        <td>PROTEINAS</td>
        <td>0 g</td>
        <td>0</td>
      </tr>
      <tr>
        <td>GORDURAS TOTAIS</td>
        <td>0 g</td>
        <td>0</td>
      </tr>
      <tr>
        <td>GORDURAS SATURADAS</td>
        <td>0 g</td>
        <td>0</td>
      </tr>
      <tr>
        <td>GORDURAS TRANS</td>
        <td>0 g</td>
        <td>0</td>
      </tr>
      <tr>
        <td>FIBRA ALIMENTAR</td>
        <td>0 g</td>
        <td>0</td>
      </tr>
         <td>SÓDIO</td>
        <td>0 mg</td>
        <td>0</td>
      </tr>
         <td>ZINCO</td>
        <td>7 mg</td>
        <td>100</td>
      </tr>
      </tr>
         <td>MAGNÉSIO</td>
        <td>260 mg</td>
        <td>100</td>
      </tr>
      </tr>
         <td>VITAMINAS B6</td>
        <td>1,3 mg</td>
        <td>100</td>
      </tr>
    </tbody>
  </table>
<h4>Como Utilizar</h4>
<p>Ingerir 1 cápsula de ZMA em horário distante das refeições que contenham cálcio ou conforme orientação profissional.</p>
<br>
<h4>Armazenamento</h4>
<p>Conservar este produto bem fechado, ao abrigo de luz e calor, em local seco e fresco, livres de odores e em sua embalagem original. Consumir em até 90 dias após aberta a embalagem.</p>
<br>
<p><em>ADVERTÊNCIA: ESTE PRODUTO NÃO É UM MEDICAMENTO. NÃO EXCEDER A RECOMENDAÇÃO DIÁRIA DE CONSUMO INDICADA NA EMBALAGEM MANTENHA FORA DO ALCANCE DE CRIANÇAS. ESTE PRODUTO NÃO DEVE SER CONSUMiDO POR GESTANTES, LACTANTES E CRIANÇAS.</em></p>","","","","","","","244.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","1","1","0","1","0.0000","1","0","0","0","1","ZMA Test 120 Cap. EVO","0","simple","","","","","","","","","","Não","",""
"admin","","","","","344240534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/z/m/zma_test_evo_-_120caps_verso.png","","2","0","","","","",""
"admin","base","Default","configurable","11,21","344242654","1","Proteína Isolada Iso Hard Bolic 2kg EVO","ISO HARD BOLIC EVO","Iso Hard Bolic é uma fórmula exclusiva com três tipos de proteína derivadas do leite, clara do ovo e da soja, enriquecidas com vitaminas e minerais.","/i/s/iso_hard_bolic_evo_baunilha_2kg_frente.png","/i/s/iso_hard_bolic_evo_baunilha_2kg_frente.png","/i/s/iso_hard_bolic_evo_baunilha_2kg_frente.png","iso-hard-bolic-evo","iso-hard-bolic-evo.html","","Sem atualizações de leiaute","Bloco depois da Coluna de Informação","","",""," ","Utilizar configuração","Utilizar configuração","Não","/p/r/produtobannersprancheta-1.png","/m/u/muscular-young-man-in-blue-cap-in-swimming-pool-prxqguh.jpg","/o/u/outdoor-workout-exercise-6syfg4w.jpg","149.9000","","2.0000","149.9000","Habilitado","Não","Catálogo, Busca","Nenhum","","","","0","0","0","<h4>ALBUMINA</h4>
<p>Sintetizada pelo fígado, a albumina é a proteína mais abundante do corpo humano, podendo ser encontrada em grande quantidade no sangue (seroalbumina). Outras fontes de albumina incluem o leite (lactoalbumina) e os ovos (ovoalbumina).</p>
<p>A albumina como alimento é uma proteína completa de alto valor biológico, ou seja, ela contém os nove aminoácidos essenciais (leucina, lisina, isoleucina, metionina, fenilalanina, treonina, valina, triptofano e histidina) necessários para a reconstrução muscular depois de treinos intensos.</p>
<br>
<h4>PROTEíNA DA SOJA</h4>
<p>Assim como as demais leguminosas (grupo que também inclui o feijão e a lentilha), a soja é uma planta com alto teor de proteínas. Ao contrário delas, no entanto, a soja fornece uma proteína completa, ou seja, com todos os aminoácidos de que o corpo necessita para suas funções metabólicas (como o crescimento muscular).</p>
<p>A proteína isolada da soja, ou PIS, nada mais é que um produto obtido a partir da remoção das gorduras da soja. A PIS contém pelo menos 90% de proteína em sua composição e um teor baixíssimo de carboidratos e gorduras.</p>","Iso Hard Bolic é uma fórmula exclusiva com três tipos de proteína derivadas do leite, clara do ovo e da soja, enriquecidas com vitaminas e minerais.
Matéria prima com garantia de origem.
Não contém glúten.","Proteína Isolada Iso Hard Bolic 2kg EVO","","","<h4>WHEY PROTEIN<span class=""text-secondary""> ISOLADO</span></h4>
<p>O whey protein isolado é um suplemento obtido a partir do soro do leite, e se diferencia pela alta concentração de proteínas de alto valor biológico - pelo menos 90% por porção - e pela ausência de gordura e carboidratos em sua formulação.</p>
<p>Também é conhecido como uma proteína completa, pois contém todos os aminoácidos de que o corpo necessita para suas funções diárias e também para regenerar o tecido muscular.</p>
<p>O whey isolado ainda é fonte de BCAAs, os aminoácidos de cadeia ramificada que melhoram a recuperação no pós treino e estimulam a síntese proteica.</p>
<br>
<h5>POR QUE COMPRAR?</h5>
<ul>
  <li style=""list-style-type: square;"">Promove o ganho de massa magra;</li>
  <li style=""list-style-type: square;"">Ganho de proteína isolada;</li>
  <li style=""list-style-type: square;"">Zero carboidratos;</li>
  <li style=""list-style-type: square;"">Hipertrofia muscular.</li>
</ul>","<h4>Tabela Nutricional</h4>
<p>Doses por embalagem: 33 doses.</p>
<div class=""table-responsive"">
  <table class=""table"">
    <thead>
      <tr>
        <th colspan=""2"">Quantidade por dose <br>(2 Dosadores - 60 gl com 300 ml de água)</th>
        <th>% VD</th>
      </tr>
    </thead>
    <tbody>
      <tr>
        <td>Valor Energético</td>
        <td>216 kcal</td>
        <td>12%</td>
      </tr>
      <tr>
        <td>Gorduras Totais</td>
        <td>0 g</td>
        <td>4%</td>
      </tr>
      <tr>
        <td>Sódio</td>
        <td>720 mg</td>
        <td>28%</td>
      </tr>
      <tr>
        <td>Fibra</td>
        <td>-</td>
        <td>-</td>
      </tr>
      <tr>
        <td>Carboidratos Totais</td>
        <td>0 g</td>
        <td>4%</td>
      </tr>
      <tr>
        <td>Proteína</td>
        <td>54 g</td>
        <td>70%</td>
      </tr>
      <tr>
        <td>ZN</td>
        <td>2,32 mg</td>
        <td>36%</td>
      </tr>
      <tr>
        <td>CA</td>
        <td>48</td>
        <td>6%</td>
      </tr>
    </tbody>
  </table>
</div>
<h4>Ingredientes</h4>
<p>Proteína isolada da soja, albumina, proteína isolada do soro do leite, espessante gomaguar, minerais (Cálcio, Ferro, Fósforo, Magnésio, Potássio e Zinco), Vitaminas (Ácido Fólico, B1, B2, B3, B6, B9, B12, C) e edulcorante sucralose.</p>
<br>
<h4>Como Utilizar</h4>
<p>Tomar dois dosadores com 60gr do produto, com 600ml de água.</p>
<br>
<h4>Armazenamento</h4>
<p>Conservar este produto bem fechado, ao abrigo de luz e calor, em local seco e fresco, livres de odores e em sua embalagem original. Consumir em até 90 dias após aberta a embalagem.</p>
<br>
<p><em>ADVERTÊNCIA: ESTE PRODUTO NÃO É UM MEDICAMENTO. NÃO EXCEDER A RECOMENDAÇÃO DIÁRIA DE CONSUMO INDICADA NA EMBALAGEM MANTENHA FORA DO ALCANCE DE CRIANÇAS. ESTE PRODUTO NÃO DEVE SER CONSUMiDO POR GESTANTES, LACTANTES E CRIANÇAS.</em></p>","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","1","1","0","1","0.0000","1","0","0","0","1","Proteína Isolada Iso Hard Bolic 2kg EVO","0","configurable","","","","","","","","","","Não","",""
"admin","","","","","344242654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/s/iso_hard_bolic_evo_baunilha_2kg_verso.png","","2","0","","","","",""
"admin","","","","","344242654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/s/iso_hard_bolic_evo_chocolate_2kg_frente.png","","3","0","","","","",""
"admin","","","","","344242654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/s/iso_hard_bolic_evo_chocolate_2kg_verso.png","","4","0","","","","",""
"admin","","","","","344242654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/s/iso_hard_bolic_evo_morango_2kg_frente.png","","5","0","","","","",""
"admin","","","","","344242654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/s/iso_hard_bolic_evo_morango_2kg_verso.png","","6","0","","","","",""
"admin","base","Default","configurable","11,23","344242684","1","Whey Protein Isolada Hidrolisada 1kg EVO","ISO HIDRO WHEY EVO","WHEY ISOLADO EVO, é um alimento proteico produzido a partir das proteínas isoladas e parcialmente hidrolisadas do soro do leite não desnaturado, WPI. O seu processo de fabricação proporciona alta digestibilidade e rápida absorção pelo organismo.","/1/3/13_frente.jpg","/1/3/13_frente.jpg","/1/3/13_frente.jpg","whey-protein-isolada-hidrolisada-evo","whey-protein-isolada-hidrolisada-evo.html","","Sem atualizações de leiaute","Bloco depois da Coluna de Informação","","",""," ","Utilizar configuração","Utilizar configuração","Não","/p/r/produtobannersprancheta-14.png","/p/o/portrait-of-a-fit-shirtless-sportsman-gpwt93l_1.jpg","/p/o/portrait-young-smiling-woman-with-white-towel-p535psd.jpg","219.9000","","1.0000","219.9000","Habilitado","Não","Catálogo, Busca","Nenhum","","","","0","0","0","<h5>WHEY ISOLADO EVO</h5>
<P>Whey Protein EVO é uma combinação incrível de whey protein concentrado e isolado, que foi elaborada para que atletas se beneficiem de uma perfeita associação entre sabor, valor, conveniência e misturabilidade, garantindo alta qualidade.</P><br>

<p>WHEY ISOLADO EVO, é uma excelente fonte de aminoácidos de cadeia ramificada, BCAA (Isoleucina, Leucina e Valina), e contém várias frações proteicas (peptídeos): Beta-lactoglobulina, Alfa-lactalbumina, Imunoglobulinas, Glicomacropeptídeos, Lactoferrina, Lactoperoxidase, Peptona, Albumina do Soro Bovino e L-Glutamina.</p>","WHEY ISOLADA HIDROLISADA EVO, é um alimento proteico produzido a partir das proteínas isoladas e parcialmente hidrolisadas do soro do leite não desnaturado, WPI. O seu processo de fabricação proporciona alta digestibilidade e rápida absorção pelo organismo.","Whey Protein Isolada Hidrolizada 1kg EVO","","","<h4>POR QUE COMPRAR?</h4>
<br>
<h6>Confira algumas das propriedades do whey protein isolado:</h6>
<ul>
  <li style=""list-style-type: square;"">Aumenta a síntese de proteínas;</li>
  <li style=""list-style-type: square;"">Estimula a queima de gorduras;</li>
  <li style=""list-style-type: square;"">Fortalece o sistema imunológico;</li>
  <li style=""list-style-type: square;"">Diminui os níveis de LDL (colesterol ruim);</li>
  <li style=""list-style-type: square;"">Melhora a sensibilidade à insulina;</li>
  <li style=""list-style-type: square;"">Aumenta a saciedade;</li>
  <li style=""list-style-type: square;"">Diminui os efeitos do cortisol (hormônio que pode causar catabolismo);</li>
  <li style=""list-style-type: square;"">Estimula a produção de glutationa (um poderoso antioxidante).</li>
</ul>

<p>Recentes pesquisas sugerem ainda que o whey protein auxilia na prevenção de alguns tipos de câncer, principalmente o de mama.</p>
<ul>
  <li style=""list-style-type: square;"">14,5g BCAA;</li>
  <li style=""list-style-type: square;"">10,8g Glutamina ;</li>
</ul>","<h4>Tabela Nutricional</h4>
<p>Porção Diária de 62 g ou 2 dosadores</p>
<div class=""table-responsive"">
  <table class=""table"">
    <thead>
      <tr>
        <th>Quantidade porção</th>
        <th>Água</th>
        <th>%VD (*)</th>
      </tr>
    </thead>
    <tbody>
      <tr>
        <td>VALOR ENERGÉTICO</td>
        <td>228 Kcal = 957 KJ</td>
        <td>11</td>
      </tr>
      <tr>
        <td>CARBOIDRATOS</td>
        <td>1 g</td>
        <td>1</td>
      </tr>
      <tr>
        <td>PROTEÍNAS</td>
        <td>57 g</td>
        <td>1</td>
      </tr>
      <tr>
        <td>GORDURAS TOTAIS</td>
        <td>0 g</td>
        <td>0</td>
      </tr>
      <tr>
        <td>SÓDIO</td>
        <td>113 mg</td>
        <td>5</td>
      </tr>
    </tbody>
  </table>
</div>
<div class=""table-responsive"">
  <table class=""table"">
    <thead>
      <tr>
        <th colspan=""3"" class=""text-center"">VITAMINAS E MINERAIS</th>
      </tr>
    </thead>
    <tbody>
      <tr>
        <td>FERRO</td>
        <td>7 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>ZINCO</td>
        <td>3,5 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>IODO</td>
        <td>65 mcg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>COBRE</td>
        <td>449 mcg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>SELENIO</td>
        <td>17 mcg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>MOLIBOENIO</td>
        <td>22 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>CROMO</td>
        <td>17 mcg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>MANGANES</td>
        <td>1,2 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>VITAMINA A</td>
        <td>300 mcg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>VITAMINA D</td>
        <td>2,5 mcg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>VITAMINA C</td>
        <td>22 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>VITAMINA E</td>
        <td>5 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>TIAMINA</td>
        <td>0,60 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>RIBOFLAVINA</td>
        <td>0,65 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>NIACINA</td>
        <td>8,0 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>VITAMINA B6</td>
        <td>0,65 mg</td>
        <td>50</td>
      </tr> 
      <tr>
        <td>ÁCIDO FÓLICO</td>
        <td>1625,00 mg</td>
      </tr>
      <tr>
        <td>VALINA</td>
        <td>120 mcg</td>
        <td>50</td>
      </tr>
      <tr>
        <td>ISOLEUCINA</td>
        <td>3249 mg</td>
        <td>50</td>
      </tr>
      <tr>
        <td>LEUCINA</td>
        <td>7865 mg</td>
        <td>--</td>
      </tr>
      <tr>
        <td>VALINA</td>
        <td>3363 mg</td>
        <td>--</td>
      </tr>
    </tbody>
  </table>
</div>
<div class=""table-responsive"">
  <table class=""table"">
    <thead>
      <tr>
        <th colspan=""3"" class=""text-center"">AMINOGRAMA POR 100 g</th>
      </tr>
    </thead>
    <tbody>
      <tr>
        <td colspan=""2"">ÁCIDO ASPÁRTICO</td>
        <td>9,51 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">TREOMINA</td>
        <td>6,44 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">SERINA</td>
        <td>4,72 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">ÁCIDO GLUTÂNICO</td>
        <td>15,22 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">PROLINA</td>
        <td>5,04 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">GLICINA</td>
        <td>1,66 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">ALANINA</td>
        <td>4,26 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">CISTINA</td>
        <td>2,13 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">VALINA</td>
        <td>5,09 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">METIONINA</td>
        <td>1,61 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">ISOLEUCINA</td>
        <td>5,03 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">LEUCINA</td>
        <td>9,35 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">TIROSINA</td>
        <td>2,70 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">FENILALANINA</td>
        <td>2,37 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">HISTIDINA</td>
        <td>1,61 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">LISINA</td>
        <td>8,10 g</td>
      </tr> 
      <tr>
        <td colspan=""2"">ARGININA</td>
        <td>2,39 g</td>
      </tr>
      <tr>
        <td colspan=""2"">TRIPTÓFANO</td>
        <td>1,24 g</td>
      </tr>
    </tbody>
  </table>
<h4>Ingredientes</h4>
<p>Proteína Isolada e Hidrolisada do soro do leite. Aroma idêntico ao natural de BAUNILHA, MORANGO, CHOCOLATE, NAPOLITANO E/OU LEITE EM PÓ (ORIGINAL). Adoçado com Stévia, Taumatina e SÓ</p>
<br>
</div>
<h4>Como Utilizar</h4>
<p>Dissolva 30g (duas colheres medidas) em aproximadamente 300ml de água ou suco de sua preferência.</p>
<br>
<p>Beba antes das refeições ou em situações prévias ou posteriores à atividade física. Não adicionar a alimentos aquecidos.</p><br>
<p>ALÉRGICOS: CONTÉM DERIVADOS DO LEITE E SOJA.</p><br>
<h4>Armazenamento</h4>
<p>Conservar este produto bem fechado, ao abrigo de luz e calor, em local seco e fresco, livres de odores e em sua embalagem original. Consumir em até 90 dias após aberta a embalagem.</p>
<br>
<p><em>ADVERTÊNCIA: ESTE PRODUTO NÃO É UM MEDICAMENTO. NÃO EXCEDER A RECOMENDAÇÃO DIÁRIA DE CONSUMO INDICADA NA EMBALAGEM MANTENHA FORA DO ALCANCE DE CRIANÇAS. ESTE PRODUTO NÃO DEVE SER CONSUMIDO POR GESTANTES, LACTANTES E CRIANÇAS.</em></p>
","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","1","1","0","1","0.0000","1","0","0","0","1","Whey Protein Isolada Hidrolisada 1kg EVO","0","configurable","","","","","","","","","","Não","",""
"admin","","","","","344242684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/1/3/13_verso.jpg","","2","0","","","","",""
"admin","base","Default","configurable","18","344242721","1","Massa Real Gainer EVO 3,3Kg","REAL GAINER MASS EVO","A base desse produto é Waxymaze, que é digerido e absorvido mais lentamente e não provoca picos de insulina tão altos como os demais suplementos. Por ter um baixo índice glicêmico, ajuda a emagrecer.","/a/r/artboard_1_copy_4_1__3.png","/a/r/artboard_1_copy_4_1__3.png","/a/r/artboard_1_copy_4_1__3.png","real-gainer-mass-evo","real-gainer-mass-evo.html","","Sem atualizações de leiaute","Bloco depois da Coluna de Informação","","",""," ","Utilizar configuração","Utilizar configuração","Não","/p/r/produtobannersprancheta-17.png","/r/u/running-man-marathon-ppxtavk.jpg","/s/p/sportsman-training-p7f85cn.jpg","99.9000","","0.9000","99.9000","Habilitado","Não","Catálogo, Busca","Nenhum","","","","0","0","0","<h5>REAL GAINER MASS </h5>
<P>A base desse produto é Waxymaze, que é digerido e absorvido mais lentamente e não provoca picos de insulina tão altos como os demais suplementos. Por ter um baixo índice glicêmico, ajuda a emagrecer, pois a digestão dos carboidratos se torna mais lenta, sendo também mais lento o aumento de açúcar no sangue. Isso também ajuda a manter a sensação de saciedade por mais tempo. Não contém Maltodextrina.</P><br>","A base desse produto é Waxymaze, que é digerido e absorvido mais lentamente e não provoca picos de insulina tão altos como os demais suplementos. Por ter um baixo índice glicêmico, ajuda a emagrecer.","Massa Real Gainer EVO 3,3Kg","","","<h5>O QUE É HIPERCALÓRICO?</h5>
<p>O Hipercalórico nada mais é do que um misto de macro e micronutrientes juntos em uma única solução, com alto poder energético.</p>

<p>Contém carboidratos de índice glicêmico alto na grande proporção, proteínas do tipo whey conjugado com aminoácidos não produzidos pelo organismo.</p>

<p>Os hipercalóricos são suplementos voltados para ectomorfos, pessoas com metabolismo desenfreado, magras ou com dificuldades para ganhar e manter o peso.</p>

<p>Porém, diversos segmentos desportivos apostam no suplemento para repor calorias, como:  fisiculturistas, nadadores; corredores; lutadores de artes marciais entre outros.</p>

<p>Em média sua composição é entre 70-80% oriunda de carboidratos, 10-15% de proteínas e 5-10% de gorduras.</p>

<p>Alguns deles apresentam uma maior quantidade de proteína mantendo relação de 2 carboidratos para 1 proteína e são chamados de “hiper” proteicos.</p>","<h4>Como Utilizar</h4>
<p>Bata no liquidificador 150g (5 Dosadores) em 250 ml de leite integral, desnatado ou água mineral. Para melhores resultados utilize MASSA EVO antes e depois do treino, ou conforme a orientação do nutricionista</p>
<br>
<h4>Armazenamento</h4>
<p>Conservar este produto bem fechado, ao abrigo de luz e calor, em local seco e fresco, livres de odores e em sua embalagem original. Consumir em até 90 dias após aberta a embalagem.</p>
<br>
<p><em>ADVERTÊNCIA: ESTE PRODUTO NÃO É UM MEDICAMENTO. NÃO EXCEDER A RECOMENDAÇÃO DIÁRIA DE CONSUMO INDICADA NA EMBALAGEM MANTENHA FORA DO ALCANCE DE CRIANÇAS. ESTE PRODUTO NÃO DEVE SER CONSUMiDO POR GESTANTES, LACTANTES E CRIANÇAS.</em></p>
","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","1","1","0","1","0.0000","1","0","0","0","1","Massa Real Gainer EVO 3,3Kg","0","configurable","","","","","","","","","","Não","",""
"admin","","","","","344242721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/r/e/real_gainer_mass_evo_chocolate_900g_verso.png","","2","0","","","","",""
